task,scenario,accuracy,epoch_samples_per_second_min,samples_per_second,epoch_samples_per_second_max,cpu_type,accelerator_type,submitter,input_resolution,benchmark_model
Image Classification,Offline,61.62,743.9515818,743.9515818,743.9515818,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:400,mobilenetv2_w1_0
Image Classification,Offline,76.36,221.8220758,221.8220758,221.8220758,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:384,resnet101_w1_0
Image Classification,Offline,74.22,348.820189,348.820189,348.820189,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:384,resnet50_w1_0
Image Classification,Offline,63.25,835.9498703,835.9498703,835.9498703,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:384,mobilenetv2_w1_0
Image Classification,Offline,76.91,219.3297504,219.3297504,219.3297504,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:368,resnet101_w1_0
Image Classification,Offline,74.29,344.9471988,344.9471988,344.9471988,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:368,resnet50_w1_0
Image Classification,Offline,63.62,890.5494995,890.5494995,890.5494995,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:368,mobilenetv2_w1_0
Image Classification,Offline,76.95,229.8298253,229.8298253,229.8298253,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:352,resnet101_w1_0
Image Classification,Offline,75.17,368.6815072,368.6815072,368.6815072,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:352,resnet50_w1_0
Image Classification,Offline,65.06,996.7817343,996.7817343,996.7817343,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:352,mobilenetv2_w1_0
Image Classification,Offline,77.46,217.8614789,217.8614789,217.8614789,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:336,resnet101_w1_0
Image Classification,Offline,75.04,360.8083476,360.8083476,360.8083476,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:336,resnet50_w1_0
Image Classification,Offline,64.65,1032.024465,1032.024465,1032.024465,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:336,mobilenetv2_w1_0
Image Classification,Offline,77.54,270.6651234,270.6651234,270.6651234,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:320,resnet101_w1_0
Image Classification,Offline,75.36,435.261014,435.261014,435.261014,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:320,resnet50_w1_0
Image Classification,Offline,65.74,1239.684633,1239.684633,1239.684633,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:320,mobilenetv2_w1_0
Image Classification,Offline,77.81,287.4895505,287.4895505,287.4895505,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:304,resnet101_w1_0
Image Classification,Offline,75.46,450.0306761,450.0306761,450.0306761,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:304,resnet50_w1_0
Image Classification,Offline,66.25,1314.286198,1314.286198,1314.286198,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:304,mobilenetv2_w1_0
Image Classification,Offline,77.94,363.7658974,363.7658974,363.7658974,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:288,resnet101_w1_0
Image Classification,Offline,75.47,547.9238649,547.9238649,547.9238649,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:288,resnet50_w1_0
Image Classification,Offline,66.86,1494.991441,1494.991441,1494.991441,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:288,mobilenetv2_w1_0
Image Classification,Offline,78.02,376.9594583,376.9594583,376.9594583,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:272,resnet101_w1_0
Image Classification,Offline,75.78,533.3020813,533.3020813,533.3020813,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:272,resnet50_w1_0
Image Classification,Offline,66.49,1537.594751,1537.594751,1537.594751,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:272,mobilenetv2_w1_0
Image Classification,Offline,78.31,491.0260632,491.0260632,491.0260632,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:256,resnet101_w1_0
Image Classification,Offline,75.81,677.130474,677.130474,677.130474,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:256,resnet50_w1_0
Image Classification,Offline,67.24,1825.275112,1825.275112,1825.275112,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:256,mobilenetv2_w1_0
Image Classification,Offline,78.14,497.3394741,497.3394741,497.3394741,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:240,resnet101_w1_0
Image Classification,Offline,75.81,688.3122974,688.3122974,688.3122974,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:240,resnet50_w1_0
Image Classification,Offline,66.64,2040.565301,2040.565301,2040.565301,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:240,mobilenetv2_w1_0
Image Classification,Offline,79.22,550.0132686,550.0132686,550.0132686,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:224,resnet101_w1_0
Image Classification,Offline,76.91,797.7809274,797.7809274,797.7809274,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:224,resnet50_w1_0
Image Classification,Offline,68.18,2223.391483,2223.391483,2223.391483,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:224,mobilenetv2_w1_0
Image Classification,Offline,77.69,556.1069619,556.1069619,556.1069619,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:208,resnet101_w1_0
Image Classification,Offline,75.52,809.4370912,809.4370912,809.4370912,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:208,resnet50_w1_0
Image Classification,Offline,65.47,2439.611601,2439.611601,2439.611601,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:208,mobilenetv2_w1_0
Image Classification,Offline,76.89,581.4365622,581.4365622,581.4365622,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:192,resnet101_w1_0
Image Classification,Offline,74.78,864.6088981,864.6088981,864.6088981,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:192,resnet50_w1_0
Image Classification,Offline,64.86,2719.137716,2719.137716,2719.137716,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:192,mobilenetv2_w1_0
Image Classification,Offline,76.36,584.2130101,584.2130101,584.2130101,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:176,resnet101_w1_0
Image Classification,Offline,73.54,873.2516445,873.2516445,873.2516445,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:176,resnet50_w1_0
Image Classification,Offline,64.02,2775.336768,2775.336768,2775.336768,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:176,mobilenetv2_w1_0
Image Classification,Offline,75.08,614.5351112,614.5351112,614.5351112,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:160,resnet101_w1_0
Image Classification,Offline,72.39,941.2107943,941.2107943,941.2107943,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:160,resnet50_w1_0
Image Classification,Offline,61.88,3057.909037,3057.909037,3057.909037,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:160,mobilenetv2_w1_0
Image Classification,Offline,72.72,626.2934678,626.2934678,626.2934678,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:144,resnet101_w1_0
Image Classification,Offline,70.18,965.4221093,965.4221093,965.4221093,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:144,resnet50_w1_0
Image Classification,Offline,58.76,3139.938895,3139.938895,3139.938895,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:144,mobilenetv2_w1_0
Image Classification,Offline,69.8,648.6771554,648.6771554,648.6771554,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:128,resnet101_w1_0
Image Classification,Offline,66.9,1020.07902,1020.07902,1020.07902,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:128,resnet50_w1_0
Image Classification,Offline,54.4,3529.966838,3529.966838,3529.966838,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:128,mobilenetv2_w1_0
Image Classification,Offline,65.32,651.7557649,651.7557649,651.7557649,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:112,resnet101_w1_0
Image Classification,Offline,62.48,1031.439981,1031.439981,1031.439981,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:112,resnet50_w1_0
Image Classification,Offline,48.88,3698.263987,3698.263987,3698.263987,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:112,mobilenetv2_w1_0
Image Classification,Offline,56.84,658.7389465,658.7389465,658.7389465,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:96,resnet101_w1_0
Image Classification,Offline,54.12,1044.018185,1044.018185,1044.018185,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:96,resnet50_w1_0
Image Classification,Offline,39.72,3979.766985,3979.766985,3979.766985,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:96,mobilenetv2_w1_0
Image Classification,Offline,46.81,662.9431931,662.9431931,662.9431931,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:80,resnet101_w1_0
Image Classification,Offline,43.77,1058.887834,1058.887834,1058.887834,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:80,resnet50_w1_0
Image Classification,Offline,29.54,4050.605595,4050.605595,4050.605595,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:80,mobilenetv2_w1_0
Image Classification,Offline,31.84,665.6243046,665.6243046,665.6243046,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:64,resnet101_w1_0
Image Classification,Offline,29.18,1063.595145,1063.595145,1063.595145,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:64,resnet50_w1_0
Image Classification,Offline,16.79,4525.385012,4525.385012,4525.385012,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:64,mobilenetv2_w1_0
Image Classification,Offline,16.06,664.1440122,664.1440122,664.1440122,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:48,resnet101_w1_0
Image Classification,Offline,14.04,1069.762227,1069.762227,1069.762227,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:48,resnet50_w1_0
Image Classification,Offline,6.86,4703.559832,4703.559832,4703.559832,Apple M4 ANE,Apple M4 ANE,Apple M4 ANE (OpenMP Enabled),inputResolution:48,mobilenetv2_w1_0
Image Classification,Offline,74.21,8.81788361,8.81788361,8.81788361,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:448,resnet101_w1_0
Image Classification,Offline,72.05,16.79883343,16.79883343,16.79883343,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:448,resnet50_w1_0
Image Classification,Offline,59.46,129.8966948,129.8966948,129.8966948,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:448,mobilenetv2_w1_0
Image Classification,Offline,74.86,9.299826335,9.299826335,9.299826335,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:432,resnet101_w1_0
Image Classification,Offline,72.64,17.76895404,17.76895404,17.76895404,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:432,resnet50_w1_0
Image Classification,Offline,59.54,136.4947131,136.4947131,136.4947131,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:432,mobilenetv2_w1_0
Image Classification,Offline,75.53,10.10560037,10.10560037,10.10560037,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:416,resnet101_w1_0
Image Classification,Offline,73.21,19.15745046,19.15745046,19.15745046,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:416,resnet50_w1_0
Image Classification,Offline,61.12,148.4810122,148.4810122,148.4810122,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:416,mobilenetv2_w1_0
Image Classification,Offline,76.07,11.00448976,11.00448976,11.00448976,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:400,resnet101_w1_0
Image Classification,Offline,73.46,20.47974376,20.47974376,20.47974376,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:400,resnet50_w1_0
Image Classification,Offline,61.6,158.6038239,158.6038239,158.6038239,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:400,mobilenetv2_w1_0
Image Classification,Offline,76.37,12.38409941,12.38409941,12.38409941,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:384,resnet101_w1_0
Image Classification,Offline,74.22,22.92527805,22.92527805,22.92527805,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:384,resnet50_w1_0
Image Classification,Offline,63.23,173.8050344,173.8050344,173.8050344,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:384,mobilenetv2_w1_0
Image Classification,Offline,76.91,12.82736297,12.82736297,12.82736297,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:368,resnet101_w1_0
Image Classification,Offline,74.25,24.16421592,24.16421592,24.16421592,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:368,resnet50_w1_0
Image Classification,Offline,63.57,184.9294945,184.9294945,184.9294945,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:368,mobilenetv2_w1_0
Image Classification,Offline,76.95,14.47200863,14.47200863,14.47200863,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:352,resnet101_w1_0
Image Classification,Offline,75.17,27.35076125,27.35076125,27.35076125,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:352,resnet50_w1_0
Image Classification,Offline,65.04,203.8971249,203.8971249,203.8971249,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:352,mobilenetv2_w1_0
Image Classification,Offline,77.49,15.38029522,15.38029522,15.38029522,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:336,resnet101_w1_0
Image Classification,Offline,75.02,29.3810261,29.3810261,29.3810261,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:336,resnet50_w1_0
Image Classification,Offline,64.63,223.2165902,223.2165902,223.2165902,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:336,mobilenetv2_w1_0
Image Classification,Offline,77.53,17.55257441,17.55257441,17.55257441,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:320,resnet101_w1_0
Image Classification,Offline,75.32,33.2699502,33.2699502,33.2699502,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:320,resnet50_w1_0
Image Classification,Offline,65.69,248.696822,248.696822,248.696822,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:320,mobilenetv2_w1_0
Image Classification,Offline,77.86,18.6155226,18.6155226,18.6155226,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:304,resnet101_w1_0
Image Classification,Offline,75.49,34.9769685,34.9769685,34.9769685,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:304,resnet50_w1_0
Image Classification,Offline,66.2,267.7781221,267.7781221,267.7781221,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:304,mobilenetv2_w1_0
Image Classification,Offline,77.95,20.77397015,20.77397015,20.77397015,Apple M4 CPU,Apple M4 CPU,(OpenMP Enabled),inputResolution:288,resnet101_w1_0
Image Classification,Offline,75.47,39.68991584,39.68991584,39.68991584,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:288,resnet50_w1_0
Image Classification,Offline,66.86,298.2734862,298.2734862,298.2734862,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:288,mobilenetv2_w1_0
Image Classification,Offline,78.03,22.84366252,22.84366252,22.84366252,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:272,resnet101_w1_0
Image Classification,Offline,75.8,43.24306638,43.24306638,43.24306638,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:272,resnet50_w1_0
Image Classification,Offline,66.52,326.1045266,326.1045266,326.1045266,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:272,mobilenetv2_w1_0
Image Classification,Offline,78.33,26.7018843,26.7018843,26.7018843,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:256,resnet101_w1_0
Image Classification,Offline,75.82,51.35024528,51.35024528,51.35024528,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:256,resnet50_w1_0
Image Classification,Offline,67.15,382.1999365,382.1999365,382.1999365,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:256,mobilenetv2_w1_0
Image Classification,Offline,78.16,27.7212161,27.7212161,27.7212161,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:240,resnet101_w1_0
Image Classification,Offline,75.81,54.53022191,54.53022191,54.53022191,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:240,resnet50_w1_0
Image Classification,Offline,66.68,415.1126396,415.1126396,415.1126396,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:240,mobilenetv2_w1_0
Image Classification,Offline,79.21,32.12077662,32.12077662,32.12077662,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:224,resnet101_w1_0
Image Classification,Offline,76.88,62.48417116,62.48417116,62.48417116,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:224,resnet50_w1_0
Image Classification,Offline,68.22,470.7263395,470.7263395,470.7263395,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:224,mobilenetv2_w1_0
Image Classification,Offline,77.71,36.00706595,36.00706595,36.00706595,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:208,resnet101_w1_0
Image Classification,Offline,75.54,69.239505,69.239505,69.239505,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:208,resnet50_w1_0
Image Classification,Offline,65.41,521.1279096,521.1279096,521.1279096,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:208,mobilenetv2_w1_0
Image Classification,Offline,76.92,44.91202919,44.91202919,44.91202919,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:192,resnet101_w1_0
Image Classification,Offline,74.79,85.1247031,85.1247031,85.1247031,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:192,resnet50_w1_0
Image Classification,Offline,64.82,619.7067878,619.7067878,619.7067878,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:192,mobilenetv2_w1_0
Image Classification,Offline,76.34,50.41064867,50.41064867,50.41064867,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:176,resnet101_w1_0
Image Classification,Offline,73.53,94.79933227,94.79933227,94.79933227,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:176,resnet50_w1_0
Image Classification,Offline,64.02,696.170124,696.170124,696.170124,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:176,mobilenetv2_w1_0
Image Classification,Offline,75.09,61.71560729,61.71560729,61.71560729,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:160,resnet101_w1_0
Image Classification,Offline,72.4,116.2290126,116.2290126,116.2290126,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:160,resnet50_w1_0
Image Classification,Offline,61.85,837.1842941,837.1842941,837.1842941,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:160,mobilenetv2_w1_0
Image Classification,Offline,72.72,70.64830323,70.64830323,70.64830323,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:144,resnet101_w1_0
Image Classification,Offline,70.19,132.0602396,132.0602396,132.0602396,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:144,resnet50_w1_0
Image Classification,Offline,58.76,933.3940305,933.3940305,933.3940305,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:144,mobilenetv2_w1_0
Image Classification,Offline,69.79,100.5947831,100.5947831,100.5947831,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:128,resnet101_w1_0
Image Classification,Offline,66.87,188.8896521,188.8896521,188.8896521,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:128,resnet50_w1_0
Image Classification,Offline,54.45,1219.865118,1219.865118,1219.865118,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:128,mobilenetv2_w1_0
Image Classification,Offline,65.36,110.6095497,110.6095497,110.6095497,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:112,resnet101_w1_0
Image Classification,Offline,62.46,216.0686871,216.0686871,216.0686871,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:112,resnet50_w1_0
Image Classification,Offline,48.95,1372.224903,1372.224903,1372.224903,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:112,mobilenetv2_w1_0
Image Classification,Offline,56.85,142.6769209,142.6769209,142.6769209,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:96,resnet101_w1_0
Image Classification,Offline,54.12,270.9007551,270.9007551,270.9007551,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:96,resnet50_w1_0
Image Classification,Offline,39.67,1678.068356,1678.068356,1678.068356,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:96,mobilenetv2_w1_0
Image Classification,Offline,46.83,175.3199074,175.3199074,175.3199074,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:80,resnet101_w1_0
Image Classification,Offline,43.82,327.6700155,327.6700155,327.6700155,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:80,resnet50_w1_0
Image Classification,Offline,29.53,1985.072494,1985.072494,1985.072494,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:80,mobilenetv2_w1_0
Image Classification,Offline,31.73,285.1789779,285.1789779,285.1789779,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:64,resnet101_w1_0
Image Classification,Offline,29.2,497.5577499,497.5577499,497.5577499,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:64,resnet50_w1_0
Image Classification,Offline,16.8,2712.780515,2712.780515,2712.780515,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:64,mobilenetv2_w1_0
Image Classification,Offline,16.08,310.4584659,310.4584659,310.4584659,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:48,resnet101_w1_0
Image Classification,Offline,14.06,563.3867335,563.3867335,563.3867335,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:48,resnet50_w1_0
Image Classification,Offline,6.87,3118.24675,3118.24675,3118.24675,Apple M4 CPU,Apple M4 CPU,Apple M4 CPU (OpenMP Enabled),inputResolution:48,mobilenetv2_w1_0
Image Classification,Offline,75.13,78.23995024,78.23995024,78.23995024,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:448,resnet101_w1_0
Image Classification,Offline,72.57,124.9951631,124.9951631,124.9951631,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:448,resnet50_w1_0
Image Classification,Offline,61.3,373.3335598,373.3335598,373.3335598,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:448,mobilenetv2_w1_0
Image Classification,Offline,75.4,78.2478745,78.2478745,78.2478745,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:432,resnet101_w1_0
Image Classification,Offline,72.85,115.3108721,115.3108721,115.3108721,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:432,resnet50_w1_0
Image Classification,Offline,61.07,389.5864476,389.5864476,389.5864476,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:432,mobilenetv2_w1_0
Image Classification,Offline,75.86,79.56354302,79.56354302,79.56354302,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:416,resnet101_w1_0
Image Classification,Offline,73.39,133.6171582,133.6171582,133.6171582,Qualcomm Kryo 670 (Rubik Pi3),Qualcomm QCS6490,useOpenMP,inputResolution:416,resnet50_w1_0
